county,med_yr_moved_inraw,med_house_income,fam_house_per,age_u18,bach
Essex County,2007,56857,0.580964153275649,0.19248162803844,0.243284727551804
Essex County,2011,25781,0.769767441860465,0.276336929079642,0.015527950310559
Essex County,2010,22404,0.691474966170501,0.276470588235294,0.0406834825061025
Essex County,2008,18462,0.532846715328467,0.219373219373219,0.098014888337469
Essex County,2002,66579,0.695754716981132,0.185913705583756,0.210076605774897
Essex County,2001,165972,0.805914972273567,0.262645502645503,0.375965400061786
Essex County,2004,168438,0.840130505709625,0.28211482858323,0.363246028338343
Essex County,2005,82407,0.655913978494624,0.20045871559633,0.181306658330728
Essex County,2003,101818,0.750309023485785,0.244231606443187,0.269659239842726
Essex County,2008,50089,0.643910007757952,0.253239436619718,0.148569023569024
Essex County,2011,37117,0.658045977011494,0.351340922245804,0.13234344738541
Essex County,2007,54574,0.693898134140192,0.234165424739195,0.237849579147434
Essex County,2007,69283,0.570897832817337,0.183782341957855,0.241391304347826
Essex County,2006,73915,0.657651715039578,0.245132035209389,0.227254509018036
Essex County,2009,66113,0.584158415841584,0.205994455994456,0.256910981486178
Essex County,2004,81384,0.555416405760802,0.130733944954128,0.276742581090407
Essex County,2011,40506,0.678707224334601,0.288532675709001,0.0711229946524064
Essex County,2005,58894,0.756960120391272,0.309443317556908,0.144614237793515
Essex County,2009,43214,0.759920634920635,0.310814904574371,0.154574132492114
Essex County,2004,61528,0.525275560623337,0.197518772445315,0.251540492957746
Essex County,2003,75960,0.567137005006828,0.213637205855105,0.165943323972428
Essex County,2001,104856,0.725928885337595,0.220507493693426,0.274070945945946
Essex County,2010,41009,0.514680483592401,0.195908733280881,0.127578718783931
Essex County,2003,107727,0.686457638425617,0.191072908036454,0.238969499555819
Essex County,1999,89213,0.703683035714286,0.17466849565615,0.285629979344939
Essex County,2002,93125,0.709081836327345,0.137371077463243,0.333780160857909
Essex County,2009,32563,0.80997177798683,0.303085299455535,0.0462914255654918
Essex County,2011,42871,0.692941782586296,0.263967611336032,0.0535665482372233
Essex County,2005,77601,0.591966173361522,0.240165631469979,0.288100208768267
Essex County,2004,153264,0.81060116354234,0.247892458418774,0.395806028833552
Essex County,2007,101204,0.673722044728435,0.210845245494096,0.267289303980431
Essex County,2004,89388,0.803936411809235,0.230071980805119,0.219638242894057
Essex County,2009,58038,0.630242825607064,0.222931247426925,0.176453143534994
Essex County,2006,96534,0.752488387524884,0.21618743343983,0.247058823529412
Essex County,2006,92500,0.572334079045488,0.197745571658615,0.334491746307559
Essex County,2007,67599,0.546174142480211,0.145896046558298,0.251588310038119
Essex County,2007,69375,0.760371959942775,0.276016078606521,0.146821215314366
Essex County,2011,21648,0.466666666666667,0.231223175965665,0.0721442885771543
Essex County,2008,54741,0.443729903536977,0.110065419488121,0.181069958847737
Essex County,2002,92250,0.669011332551778,0.138489007923223,0.339794533824385
Essex County,2004,104567,0.715968586387435,0.213160658032902,0.290731707317073
