id,neighborhood,room_type,price,minimum_nights,availability_365,host_id
26366385,Dorchester,Private room,48,1,84,188413439
26366570,Dorchester,Private room,48,1,57,188413439
26369295,Dorchester,Private room,48,1,69,188413439
26395595,Jamaica Plain,Entire home/apt,90,1,66,145681148
26418311,South End,Private room,150,1,83,39730545
26422402,Dorchester,Entire home/apt,100,2,161,3843462
26423316,Dorchester,Private room,73,1,248,198679236
26429376,East Boston,Private room,60,1,0,17658696
26450816,South End,Entire home/apt,129,30,10,12243051
26452180,South End,Entire home/apt,124,30,41,12243051
26502776,Beacon Hill,Entire home/apt,189,2,20,59234220
26520456,South Boston,Entire home/apt,172,30,29,154444364
26528105,Beacon Hill,Entire home/apt,149,28,51,59234220
26532751,Dorchester,Private room,45,91,179,156053359
26640934,West Roxbury,Private room,45,1,132,188582312
26655662,Dorchester,Private room,63,1,237,198679236
26656189,South Boston,Entire home/apt,399,2,357,21538402
26660947,South End,Entire home/apt,94,30,23,12243051
26661682,South End,Entire home/apt,120,30,41,12243051
26662386,South End,Entire home/apt,124,30,0,12243051
26719839,Roxbury,Entire home/apt,75,1,19,200926376
26748319,Downtown,Entire home/apt,129,30,168,12243051
26750505,Dorchester,Private room,45,91,90,105851798
26753806,Charlestown,Entire home/apt,125,1,169,11410590
26759283,Downtown,Entire home/apt,199,1,106,8534462
26778454,Jamaica Plain,Entire home/apt,125,31,48,43613912
26778714,South End,Entire home/apt,150,2,121,5430185
26828892,East Boston,Private room,70,1,298,139072570
26835473,West End,Entire home/apt,249,3,343,163251048
26849307,Hyde Park,Entire home/apt,120,29,160,201935605
26849309,Hyde Park,Entire home/apt,85,29,140,201935605
26893347,South Boston,Private room,45,91,183,202301643
26893801,South Boston,Private room,74,91,90,202301643
26987642,Back Bay,Entire home/apt,200,91,0,76545076
26997440,Roxbury,Private room,80,91,0,41932249
27074605,Dorchester,Private room,45,91,178,156053359
27104136,Dorchester,Private room,239,1,337,188551199
27112752,Brighton,Entire home/apt,109,91,0,53212424
27128200,Dorchester,Private room,229,1,349,188551199
27152264,Roxbury,Private room,45,91,259,13499840
27158560,South Boston,Private room,140,2,241,42530911
27168524,South End,Private room,111,1,57,3236168
27172096,Jamaica Plain,Private room,60,2,220,1091732
27197821,Dorchester,Private room,44,1,316,155919128
27203329,East Boston,Private room,81,2,36,183805757
27233115,Dorchester,Private room,53,1,0,53765664
27258229,South End,Entire home/apt,200,2,4,37408357
27261969,Jamaica Plain,Private room,80,2,226,1091732
27286080,Mattapan,Private room,100,91,358,202522408
27323777,Beacon Hill,Entire home/apt,168,11,278,95634275
27339519,Roxbury,Entire home/apt,150,2,141,202862511
27370560,Brighton,Private room,75,1,361,148305529
27370693,Brighton,Private room,75,1,358,148305529
27371158,Dorchester,Private room,44,1,315,155919128
27371399,South End,Entire home/apt,200,2,0,204612202
27394276,Jamaica Plain,Private room,45,91,0,163838367
27399137,Dorchester,Private room,50,91,181,63906798
27404136,Mission Hill,Entire home/apt,295,30,164,20079643
27428142,Jamaica Plain,Private room,175,2,14,13960633
27429577,Allston,Entire home/apt,175,1,55,63270976
27457542,Mission Hill,Entire home/apt,499,9,353,95459395
27459736,Mission Hill,Entire home/apt,199,29,181,9419684
27459741,Mission Hill,Entire home/apt,199,29,181,9419684
27459746,Mission Hill,Entire home/apt,199,29,181,9419684
27459750,Mission Hill,Entire home/apt,199,29,181,9419684
27460321,Mission Hill,Entire home/apt,199,29,181,9419684
27461009,Mission Hill,Entire home/apt,199,29,176,9419684
27461431,Mission Hill,Entire home/apt,199,29,181,9419684
27461511,Mission Hill,Entire home/apt,199,29,176,9419684
27461905,Mission Hill,Entire home/apt,199,29,181,9419684
27461993,Mission Hill,Entire home/apt,199,29,181,9419684
27462072,Mission Hill,Entire home/apt,199,29,181,9419684
27501160,East Boston,Entire home/apt,95,31,234,101356888
27503398,Roxbury,Entire home/apt,275,2,321,113533375
27509899,Allston,Entire home/apt,750,28,360,14785487
27571301,South End,Entire home/apt,152,30,93,12243051
27572527,South End,Entire home/apt,119,30,4,12243051
27573090,South End,Entire home/apt,120,30,80,12243051
27584770,Chinatown,Entire home/apt,249,2,167,207623401
27606556,South Boston,Entire home/apt,90,91,77,118491089
27625974,Charlestown,Entire home/apt,145,91,0,208469788
27634728,Brighton,Entire home/apt,125,28,358,31340713
27635713,Charlestown,Entire home/apt,100,1,137,11410590
27639994,South End,Private room,90,1,74,3236168
27659017,Roxbury,Private room,49,1,46,41932249
27661676,South Boston,Entire home/apt,375,3,145,41210370
27669626,Chinatown,Entire home/apt,205,1,156,208829554
27734523,Jamaica Plain,Private room,69,29,244,209395207
27784901,South Boston,Entire home/apt,270,3,199,10717877
27810970,Roxbury,Private room,85,2,86,188939923
27826600,Mission Hill,Entire home/apt,599,3,365,163251048
27827140,Mission Hill,Entire home/apt,599,3,362,163251048
27827788,Mission Hill,Entire home/apt,599,3,365,163251048
27854109,Jamaica Plain,Private room,59,29,217,209395207
27879644,Hyde Park,Private room,55,29,150,201935605
27879776,Hyde Park,Private room,75,30,143,201935605
27883358,Charlestown,Private room,60,1,88,36386278
27883490,Charlestown,Private room,60,1,83,36386278
27883589,Charlestown,Private room,60,1,88,36386278
27883704,Charlestown,Private room,60,1,84,36386278
27883870,Charlestown,Private room,60,1,84,36386278
27893040,Roxbury,Entire home/apt,250,91,42,103017326
27904192,West End,Entire home/apt,241,30,177,20079643
27906365,Roxbury,Private room,65,2,88,188939923
27920247,Jamaica Plain,Private room,49,29,132,209395207
27920433,Jamaica Plain,Private room,49,40,26,209395207
27921597,Jamaica Plain,Private room,49,29,275,209395207
27922387,Jamaica Plain,Private room,49,29,224,209395207
27927966,Roslindale,Private room,40,1,365,69267172
27935696,South End,Private room,111,1,65,3236168
27954309,Back Bay,Entire home/apt,160,91,0,76545076
27990313,Mattapan,Private room,95,1,193,153568352
27990441,Dorchester,Private room,65,28,361,105851798
27990984,Mattapan,Private room,80,1,193,153568352
27992316,Brighton,Entire home/apt,100,2,61,157579197
28014596,Dorchester,Private room,85,29,365,105851798
28027835,West End,Entire home/apt,220,30,13,20079643
28033271,Dorchester,Private room,60,2,61,211749888
28036142,Mattapan,Private room,80,1,193,153568352
28048288,Beacon Hill,Entire home/apt,299,28,51,59234220
28054656,Dorchester,Private room,55,91,360,105851798
28071995,Mattapan,Entire home/apt,85,2,69,18465514
28099312,Back Bay,Entire home/apt,199,91,133,8534462
28104387,Jamaica Plain,Entire home/apt,259,2,52,212295289
28108074,Roxbury,Entire home/apt,350,91,242,187675813
28122799,Mission Hill,Entire home/apt,650,1,317,187675813
28125388,Mission Hill,Entire home/apt,650,1,302,187675813
28126102,Jamaica Plain,Entire home/apt,400,91,226,187675813
28126603,Jamaica Plain,Entire home/apt,400,91,227,187675813
28161172,Hyde Park,Private room,65,30,154,201935605
28202522,Dorchester,Private room,45,91,0,156053359
28218323,Chinatown,Entire home/apt,249,2,166,207623401
28241815,Back Bay,Entire home/apt,329,91,0,133927887
28242815,Back Bay,Entire home/apt,329,91,0,133927887
28298193,North End,Entire home/apt,110,91,364,180283497
28302081,Roxbury,Private room,125,2,359,59978794
28306371,South End,Entire home/apt,99,28,102,142808482
28337171,Back Bay,Entire home/apt,199,91,201,8534462
28337464,Back Bay,Entire home/apt,199,91,190,8534462
28340540,Fenway,Private room,170,2,191,32532791
28358942,Dorchester,Private room,22,91,108,90687632
28360335,Bay Village,Entire home/apt,248,32,0,107434423
28431105,South End,Entire home/apt,124,30,66,12243051
28440873,North End,Entire home/apt,250,2,99,214706437
28464083,Downtown,Entire home/apt,199,91,168,8534462
28467644,Back Bay,Entire home/apt,259,91,131,1118374
28492594,South End,Entire home/apt,152,30,45,12243051
28492650,South End,Entire home/apt,119,30,45,12243051
28492687,South End,Entire home/apt,152,30,22,12243051
28492715,South End,Entire home/apt,122,30,55,12243051
28492719,Chinatown,Entire home/apt,100,30,161,12243051
28492737,South End,Entire home/apt,124,30,25,12243051
28494167,East Boston,Entire home/apt,90,3,58,95772002
28517787,Brighton,Entire home/apt,200,28,314,96961013
28531225,Back Bay,Entire home/apt,308,32,3,107434423
28545204,Downtown,Entire home/apt,199,1,163,8534462
28545355,Downtown,Entire home/apt,199,1,168,8534462
28545531,Downtown,Entire home/apt,199,1,164,8534462
28545748,Downtown,Entire home/apt,199,1,147,8534462
28545961,Downtown,Entire home/apt,199,1,161,8534462
28561917,Dorchester,Entire home/apt,65,3,120,215559177
28578655,Hyde Park,Private room,52,2,290,44581223
28602095,Dorchester,Private room,99,2,47,21674032
28610562,Brighton,Entire home/apt,250,1,124,156907137
28614084,Brighton,Entire home/apt,299,2,307,203051562
28632986,South End,Entire home/apt,154,30,72,12243051
28635984,Dorchester,Entire home/apt,300,400,364,213613694
28639363,Dorchester,Private room,45,2,262,216116811
28639832,Dorchester,Private room,45,2,250,216116811
28640081,Dorchester,Private room,45,2,225,216116811
28640732,Brighton,Private room,75,1,360,148305529
28643134,Brighton,Private room,55,91,135,166004722
28663016,South End,Entire home/apt,120,30,10,12243051
28716462,Jamaica Plain,Entire home/apt,149,1,73,212359760
28723477,Dorchester,Entire home/apt,219,91,111,12186792
28734022,Charlestown,Private room,125,14,30,93820834
28741118,Dorchester,Private room,109,91,74,1997048
28749495,Roxbury,Private room,95,2,86,216849347
28756042,Dorchester,Private room,75,91,90,215660864
28770914,Dorchester,Private room,75,91,180,215660864
28784662,Back Bay,Entire home/apt,599,91,306,4140161
28785117,South End,Entire home/apt,122,30,65,12243051
28785202,Fenway,Entire home/apt,264,2,346,12243051
28800385,South Boston,Private room,70,2,1,75016063
28808333,East Boston,Entire home/apt,250,2,172,133999423
28826768,Back Bay,Entire home/apt,268,32,0,107434423
28837228,South End,Entire home/apt,97,91,0,48494513
28843171,Roxbury,Private room,65,2,90,216849347
28863227,East Boston,Entire home/apt,175,91,180,217617282
28867304,Roxbury,Private room,80,2,80,216849347
28868366,East Boston,Entire home/apt,210,1,152,217617282
28880562,South Boston Waterfront,Entire home/apt,242,32,110,107434423
28888004,East Boston,Private room,40,1,90,29684380
28897627,Allston,Private room,45,91,90,98553869
28915006,East Boston,Private room,100,1,69,92025425
28936851,Dorchester,Private room,49,1,202,218118364
28958230,Jamaica Plain,Private room,68,2,268,218275910
28964603,East Boston,Entire home/apt,104,1,40,41542719
28965215,East Boston,Private room,43,1,11,41542719
28965363,East Boston,Private room,53,1,7,41542719
28980698,Back Bay,Entire home/apt,399,91,306,4140161
28981396,Back Bay,Entire home/apt,399,91,306,4140161
28986697,Dorchester,Private room,50,1,220,218118364
28992318,Allston,Private room,50,1,68,218525774
29010062,Allston,Private room,36,91,0,73102139
29029942,Brighton,Entire home/apt,109,91,365,84799963
29030261,Brighton,Private room,59,91,365,84799963
29035646,Brighton,Private room,31,91,297,45786960
29037205,Allston,Entire home/apt,200,2,79,25244802
29046191,Allston,Private room,77,1,63,218525774
29053226,South End,Entire home/apt,119,30,41,12243051
29064530,Allston,Private room,50,1,72,218525774
29070339,Brighton,Entire home/apt,100,91,89,219049252
29073222,Allston,Private room,50,1,63,218525774
29082416,Brighton,Private room,120,1,86,16016039
29124829,Dorchester,Hotel room,229,1,304,219480744
29134558,East Boston,Private room,51,1,88,29684380
29158192,Allston,Private room,50,1,11,98987494
29158805,Brighton,Private room,50,1,33,98987494
29161033,East Boston,Private room,51,1,90,29684380
29189050,Roxbury,Entire home/apt,200,2,0,215759456
29213280,Allston,Private room,50,1,66,218525774
29216550,West Roxbury,Private room,44,1,176,220130358
29217663,West Roxbury,Private room,44,1,147,220130358
29217949,West Roxbury,Private room,44,1,179,220130358
29218070,West Roxbury,Private room,54,1,155,220130358
29237161,Jamaica Plain,Entire home/apt,180,30,330,160750677
29237679,Allston,Private room,159,1,65,218525774
29256695,Jamaica Plain,Entire home/apt,150,2,58,220420185
29261726,East Boston,Private room,95,1,190,169902109
29276776,Dorchester,Entire home/apt,150,91,87,218491837
29281816,Jamaica Plain,Entire home/apt,165,1,267,1922657
29282726,Jamaica Plain,Private room,89,1,331,1922657
29302938,Jamaica Plain,Entire home/apt,275,2,300,78932020
29303003,Brighton,Private room,46,2,253,31373357
29334384,Brighton,Entire home/apt,191,2,157,31373357
29337262,South End,Entire home/apt,150,91,33,814298
29360278,Fenway,Entire home/apt,99,91,364,38997
29366852,South Boston,Entire home/apt,350,2,132,205973094
29390698,South Boston,Entire home/apt,81,1,126,52881930
29409212,Mission Hill,Entire home/apt,329,3,351,30283594
29414748,East Boston,Entire home/apt,175,91,180,217617282
29417659,South Boston,Entire home/apt,120,2,188,814298
29483839,South Boston,Entire home/apt,125,2,185,814298
29484467,South End,Entire home/apt,150,29,31,814298
29484608,South End,Entire home/apt,150,29,22,814298
29484724,South End,Entire home/apt,150,29,0,814298
29485626,South End,Entire home/apt,150,29,46,814298
29486012,South End,Entire home/apt,150,29,0,814298
29486158,South End,Entire home/apt,150,29,33,814298
29486256,South End,Entire home/apt,150,29,31,814298
29486361,South End,Entire home/apt,150,91,46,814298
29486450,South End,Entire home/apt,150,29,27,814298
29486565,South End,Entire home/apt,150,29,0,814298
29486734,South End,Entire home/apt,150,29,46,814298
29486830,South End,Entire home/apt,150,29,46,814298
29486921,South End,Entire home/apt,150,29,28,814298
29487006,South End,Entire home/apt,150,91,31,814298
29487140,South End,Entire home/apt,150,91,31,814298
29487809,South Boston,Entire home/apt,120,2,189,814298
29488018,South Boston,Entire home/apt,120,2,181,814298
29488761,South Boston,Private room,120,2,192,814298
29488814,South Boston,Entire home/apt,120,2,182,814298
29489346,Downtown,Private room,65,91,90,88360952
29491358,South Boston,Entire home/apt,120,2,189,814298
29491534,South Boston,Entire home/apt,120,2,187,814298
29491874,South Boston,Entire home/apt,120,2,182,814298
29492039,South Boston,Entire home/apt,120,2,185,814298
29492253,South Boston,Entire home/apt,120,2,192,814298
29513275,Back Bay,Entire home/apt,125,91,364,180283497
29533508,Mattapan,Entire home/apt,52,91,74,117289320
29538064,South Boston,Entire home/apt,120,2,186,814298
29539152,Downtown,Entire home/apt,199,1,168,8534462
29539197,Downtown,Entire home/apt,199,1,168,8534462
29539228,Downtown,Entire home/apt,400,91,68,8534462
29539281,South Boston,Entire home/apt,120,2,181,814298
29539387,Downtown,Entire home/apt,199,1,168,8534462
29539405,Downtown,Entire home/apt,199,1,71,8534462
29539407,Downtown,Entire home/apt,199,1,76,8534462
29539411,Downtown,Entire home/apt,199,1,74,8534462
29539416,Downtown,Entire home/apt,199,1,76,8534462
29539419,Downtown,Entire home/apt,199,1,71,8534462
29539474,Downtown,Entire home/apt,400,91,68,8534462
29539481,Downtown,Entire home/apt,199,91,168,8534462
29539486,Downtown,Entire home/apt,199,1,45,8534462
29539491,Downtown,Entire home/apt,199,91,168,8534462
29539504,Downtown,Entire home/apt,199,1,168,8534462
29539518,Downtown,Entire home/apt,199,91,168,8534462
29540035,South Boston,Entire home/apt,120,2,178,814298
29540528,South Boston,Entire home/apt,120,2,169,814298
29541231,South Boston,Entire home/apt,120,2,194,814298
29541534,Jamaica Plain,Entire home/apt,150,2,81,26988
29571217,Brighton,Private room,55,91,134,26293115
29607084,Charlestown,Entire home/apt,225,91,361,218658449
29609066,Roxbury,Private room,58,28,184,52081526
29610106,Roxbury,Private room,58,28,241,52081526
29610220,Roxbury,Private room,83,28,364,52081526
29635339,Downtown,Entire home/apt,275,91,0,118223333
29647538,Downtown,Entire home/apt,199,1,65,212359760
29656147,Roxbury,Private room,41,1,90,219680085
29664067,Jamaica Plain,Private room,75,1,363,187813188
29672850,Back Bay,Entire home/apt,249,91,0,223161573
29682500,Back Bay,Entire home/apt,227,2,58,40317532
29702825,South Boston,Entire home/apt,205,32,358,107434423
29704910,Downtown,Entire home/apt,200,2,310,771785
29709254,Roslindale,Entire home/apt,51,3,293,71156317
29723809,South Boston,Private room,109,91,365,19008767
29728508,East Boston,Entire home/apt,189,91,90,223161573
29730126,South End,Entire home/apt,125,2,170,175856705
29731261,South End,Entire home/apt,399,1,142,175856705
29738628,Mattapan,Private room,109,91,365,34914894
29739809,Bay Village,Entire home/apt,450,1,211,172007
29825154,South End,Entire home/apt,125,1,177,175856705
29833651,Mattapan,Private room,80,1,194,153568352
29849974,West End,Entire home/apt,399,3,311,163251048
29850246,West End,Entire home/apt,399,4,345,163251048
29851044,West End,Entire home/apt,399,3,358,163251048
29851494,West End,Entire home/apt,399,4,329,163251048
29851903,West End,Entire home/apt,399,4,184,163251048
29852651,West End,Entire home/apt,399,3,319,163251048
29860624,Roxbury,Private room,75,91,0,13107750
29867979,Beacon Hill,Entire home/apt,182,32,227,107434423
29875417,West End,Entire home/apt,499,3,334,163251048
29875648,West End,Entire home/apt,499,3,184,163251048
29875652,West End,Entire home/apt,499,4,186,163251048
29878773,Dorchester,Private room,39,1,330,165422704
29881646,South Boston,Private room,89,91,364,19008767
29881869,South Boston,Private room,89,91,364,19008767
29896467,Downtown,Entire home/apt,155,2,112,21184200
29898702,Back Bay,Hotel room,219,1,280,224820689
29901892,Mattapan,Private room,52,1,173,192503522
29929936,Brighton,Private room,76,2,299,224379152
29931687,Brighton,Private room,88,2,355,224379152
29982429,Back Bay,Private room,105,1,286,85130
29988394,Back Bay,Entire home/apt,199,91,104,8534462
30036357,Back Bay,Hotel room,113,1,287,224820689
30037052,Back Bay,Hotel room,219,1,296,224820689
30039424,Fenway,Entire home/apt,99,1,138,21184200
30060158,Back Bay,Hotel room,219,1,292,224820689
30065996,Brighton,Entire home/apt,121,91,105,19509044
30104396,Back Bay,Private room,110,1,286,85130
30153933,Jamaica Plain,Hotel room,135,1,205,226554070
30157229,Dorchester,Entire home/apt,250,2,81,224040048
30249816,West Roxbury,Entire home/apt,130,91,266,227161039
30253609,Roxbury,Private room,75,1,180,227190555
30273160,Jamaica Plain,Private room,55,91,365,14303759
30286717,Jamaica Plain,Private room,50,91,365,14303759
30297660,Mattapan,Private room,52,1,172,192503522
30298415,Mattapan,Private room,52,1,6,192503522
30312499,Roslindale,Private room,50,31,103,227648833
30312500,Roslindale,Private room,60,30,258,227648833
30317108,Roslindale,Private room,55,31,180,227648833
30344021,South Boston,Private room,75,3,0,6814241
30349609,East Boston,Entire home/apt,100,2,0,7427795
30389744,South Boston Waterfront,Entire home/apt,246,32,22,107434423
30389769,Downtown,Entire home/apt,226,32,13,107434423
30390095,South Boston Waterfront,Entire home/apt,285,32,286,107434423
30390195,South Boston Waterfront,Entire home/apt,248,32,227,107434423
30390253,Downtown,Entire home/apt,196,32,351,107434423
30390283,South End,Entire home/apt,218,32,213,107434423
30390378,Bay Village,Entire home/apt,263,32,288,107434423
30390484,South End,Entire home/apt,193,32,248,107434423
30395670,Fenway,Entire home/apt,180,1,240,169505599
30397035,South End,Entire home/apt,226,32,288,107434423
30397078,Back Bay,Entire home/apt,295,32,332,107434423
30397096,Downtown,Entire home/apt,196,32,364,107434423
30397128,South End,Entire home/apt,223,32,0,107434423
30415217,Roxbury,Private room,75,1,322,219680085
30469874,Jamaica Plain,Entire home/apt,145,2,153,79575198
30484530,Allston,Private room,120,91,365,41397622
30505051,Fenway,Entire home/apt,180,1,126,169505599
30516467,South Boston,Entire home/apt,162,32,363,107434423
30523091,South Boston,Entire home/apt,165,1,165,161161895
30533497,Roxbury,Private room,30,60,364,8513158
30560133,South End,Entire home/apt,150,91,0,76545076
30564539,Allston,Private room,50,91,0,17892292
30690519,Downtown,Entire home/apt,289,2,0,46880568
30740992,Fenway,Entire home/apt,150,2,320,51502814
30743423,Roxbury,Private room,39,2,109,1173513
30744884,Roxbury,Private room,39,2,110,1173513
30745033,Dorchester,Private room,210,1,41,1173513
30745422,Dorchester,Private room,210,1,41,1173513
30748392,South End,Private room,110,91,0,126031274
30769474,Dorchester,Entire home/apt,525,2,333,39266840
30772045,East Boston,Private room,53,1,33,230246527
30787930,Downtown,Entire home/apt,289,9,83,20857768
30843058,South Boston Waterfront,Entire home/apt,199,60,319,107434423
30858812,Jamaica Plain,Entire home/apt,120,1,57,211715498
30882721,Roxbury,Entire home/apt,90,2,85,230807294
30903486,Dorchester,Private room,65,2,342,39266840
30908944,Dorchester,Private room,78,2,336,39266840
30909022,Dorchester,Private room,90,2,346,39266840
30909276,Dorchester,Private room,84,2,347,39266840
30927689,Back Bay,Private room,200,3,160,1984434
30929175,South End,Entire home/apt,299,91,267,218473728
30955485,Chinatown,Private room,150,91,0,183422988
30964172,Charlestown,Entire home/apt,146,91,0,12538925
30981268,Fenway,Entire home/apt,133,91,364,180283497
31012973,East Boston,Entire home/apt,110,28,0,212237835
31012998,South Boston Waterfront,Entire home/apt,220,32,240,107434423
31013793,East Boston,Entire home/apt,110,2,0,212237835
31014488,Jamaica Plain,Entire home/apt,200,2,10,12150111
31029365,Downtown,Entire home/apt,223,32,222,107434423
31037655,East Boston,Entire home/apt,89,28,0,212237835
31039035,Mattapan,Private room,50,1,319,27871799
31057539,Beacon Hill,Entire home/apt,125,2,48,57565535
31117970,Fenway,Entire home/apt,499,30,365,163251048
31118670,Fenway,Entire home/apt,499,30,365,163251048
31119108,Fenway,Entire home/apt,499,28,365,163251048
31119256,Fenway,Entire home/apt,499,28,365,163251048
31119420,Fenway,Entire home/apt,499,28,184,163251048
31119820,Fenway,Entire home/apt,499,28,184,163251048
31120403,Fenway,Entire home/apt,499,28,350,163251048
31120961,Fenway,Entire home/apt,499,28,365,163251048
31127677,Dorchester,Private room,50,2,310,216116811
31127895,Dorchester,Private room,50,2,154,216116811
31128042,Dorchester,Private room,65,2,213,216116811
31140376,Brighton,Private room,60,91,180,200455160
31160308,Beacon Hill,Entire home/apt,183,32,0,107434423
31185088,Dorchester,Entire home/apt,185,91,288,4071493
31259705,Brighton,Private room,100,91,0,12248031
31260941,Downtown,Entire home/apt,150,2,1,76001610
31261025,Back Bay,Entire home/apt,90,1,21,233908696
31262321,Dorchester,Entire home/apt,325,2,345,196631266
31272914,South End,Hotel room,100,1,92,228911273
31273139,South End,Hotel room,95,1,126,228911273
31273265,South End,Hotel room,90,1,99,228911273
31273339,South End,Hotel room,110,1,155,228911273
31273340,South End,Hotel room,105,1,213,228911273
31273342,South End,Hotel room,200,1,63,228911273
31273567,South End,Hotel room,100,1,84,228911273
31273568,South End,Hotel room,100,1,98,228911273
31273569,South End,Hotel room,110,1,101,228911273
31273829,South End,Hotel room,200,1,81,228911273
31273830,South End,Hotel room,250,1,112,228911273
31273831,South End,Hotel room,150,1,106,228911273
31273832,South End,Hotel room,145,1,166,228911273
31273833,South End,Hotel room,145,1,75,228911273
31273836,South End,Hotel room,150,1,121,228911273
31357314,Downtown,Entire home/apt,99,1,192,233366616
31358372,West End,Entire home/apt,310,30,123,20079643
31370963,Beacon Hill,Entire home/apt,246,32,75,107434423
31429443,Jamaica Plain,Entire home/apt,125,2,30,884747
31438747,Fenway,Entire home/apt,150,91,325,19737451
31459791,Brighton,Entire home/apt,138,91,88,161267491
31466069,Downtown,Entire home/apt,155,1,145,21184200
31484506,West End,Entire home/apt,162,32,0,107434423
31487769,Jamaica Plain,Entire home/apt,149,1,0,212359760
31571124,Back Bay,Entire home/apt,125,2,144,21184200
31591262,Back Bay,Hotel room,113,1,277,224820689
31593437,Allston,Private room,79,91,90,9974594
31615291,Allston,Private room,69,91,0,9974594
31624092,South Boston,Private room,89,1,289,237078658
31636229,Hyde Park,Entire home/apt,80,2,95,237183549
31654015,East Boston,Private room,53,1,16,230246527
31664470,Allston,Private room,69,91,102,9974594
31675216,Jamaica Plain,Entire home/apt,78,2,0,18338326
31675705,Jamaica Plain,Private room,41,2,363,18338326
31676605,East Boston,Private room,53,1,30,230246527
31676758,East Boston,Entire home/apt,155,1,249,230246527
31706263,Allston,Private room,69,91,193,9974594
31722147,Roxbury,Entire home/apt,104,2,147,1173513
31759863,East Boston,Entire home/apt,125,3,85,238132940
31761449,East Boston,Entire home/apt,159,2,190,21315770
31764659,Brighton,Private room,50,1,60,194496385
31764931,Beacon Hill,Entire home/apt,149,2,274,238179467
31930647,Beacon Hill,Entire home/apt,99,28,0,238179467
31932336,Beacon Hill,Entire home/apt,251,28,270,238179467
31933571,Beacon Hill,Entire home/apt,199,28,270,238179467
31947996,Mission Hill,Entire home/apt,199,91,332,187675813
31952528,Beacon Hill,Entire home/apt,99,28,267,238179467
31964808,Beacon Hill,Entire home/apt,99,28,320,238179467
31983770,Beacon Hill,Entire home/apt,99,28,270,238179467
31984461,Beacon Hill,Entire home/apt,99,28,226,238179467
32012250,East Boston,Entire home/apt,100,59,216,697401
32016148,Dorchester,Private room,60,1,90,29218948
32024417,Allston,Private room,59,91,0,9974594
32062716,West End,Entire home/apt,278,32,319,107434423
32102560,Dorchester,Private room,50,28,270,105851798
32133771,Downtown,Entire home/apt,100,1,44,21184200
32163985,Roxbury,Entire home/apt,199,1,142,241290674
32183321,Allston,Private room,85,91,70,9974594
32197096,Dorchester,Entire home/apt,75,3,194,5618949
32257076,Brighton,Entire home/apt,102,91,247,239990090
32302374,Back Bay,Entire home/apt,721,2,13,43613912
32309630,Brighton,Entire home/apt,92,29,305,71783
32314010,Dorchester,Private room,95,1,63,14165150
32324281,South Boston Waterfront,Entire home/apt,263,32,74,107434423
32327994,West End,Entire home/apt,195,30,180,20079643
32330037,Downtown,Entire home/apt,165,2,101,205269848
32330038,Downtown,Entire home/apt,150,2,167,205269848
32330132,Downtown,Entire home/apt,136,1,103,205269848
32330134,Downtown,Entire home/apt,150,2,0,205269848
32330185,Downtown,Entire home/apt,136,2,102,205269848
32330288,Downtown,Private room,150,1,5,205269848
32330292,Downtown,Private room,150,2,93,205269848
32330395,Downtown,Private room,150,2,102,205269848
32330401,Downtown,Private room,150,2,106,205269848
32330465,Downtown,Entire home/apt,136,2,102,205269848
32330468,Downtown,Private room,150,2,83,205269848
32330559,Downtown,Entire home/apt,131,2,0,205269848
32330560,Downtown,Entire home/apt,131,1,97,205269848
32330630,Downtown,Entire home/apt,296,1,2,205269848
32330728,Downtown,Entire home/apt,141,2,0,205269848
32330730,Downtown,Entire home/apt,141,2,169,205269848
32330935,Downtown,Entire home/apt,141,2,1,205269848
32330936,Downtown,Entire home/apt,165,2,4,205269848
32331040,Downtown,Entire home/apt,141,2,3,205269848
32331042,Downtown,Entire home/apt,141,2,2,205269848
32331101,Downtown,Entire home/apt,146,2,104,205269848
32331103,Downtown,Entire home/apt,146,2,93,205269848
32331199,Downtown,Entire home/apt,136,2,101,205269848
32331200,Downtown,Entire home/apt,136,2,101,205269848
32342686,East Boston,Entire home/apt,475,2,246,50990023
32349666,South End,Entire home/apt,137,32,353,107434423
32364466,Dorchester,Private room,64,1,319,33656138
32365217,Hyde Park,Private room,42,1,26,97604478
32365346,Dorchester,Private room,75,1,347,33656138
32366109,Mission Hill,Entire home/apt,200,91,0,243028338
32378499,South Boston,Private room,89,1,317,237078658
32402053,Roxbury,Private room,72,91,28,814298
32426916,Dorchester,Private room,60,1,0,229143484
32427238,Dorchester,Private room,50,1,1,229143484
32427383,Dorchester,Private room,65,1,55,229143484
32427479,Dorchester,Private room,65,1,67,229143484
32427593,Dorchester,Entire home/apt,130,1,85,229143484
32492523,Beacon Hill,Entire home/apt,75,28,330,105384549
32516396,South End,Entire home/apt,275,1,144,175856705
32516994,South Boston,Entire home/apt,180,2,0,43786539
32546785,West Roxbury,Entire home/apt,150,91,0,81492503
32570056,Bay Village,Entire home/apt,170,2,219,244600805
32570057,Bay Village,Entire home/apt,170,2,217,244600805
32570059,Bay Village,Private room,140,2,230,244600805
32570062,Bay Village,Private room,129,2,230,244600805
32592761,Fenway,Entire home/apt,219,28,210,244969139
32593358,Hyde Park,Entire home/apt,197,1,83,19610602
32605604,Roxbury,Entire home/apt,139,91,0,245100483
32632691,Allston,Private room,40,91,0,160748778
32660989,Downtown,Entire home/apt,180,91,180,245574213
